cell_id,cell_lat,cell_lon,in_scope
581,40.2789831,-3.8698241,0
582,40.2789831,-3.8668726,0
583,40.2789831,-3.8639210,0
584,40.2789831,-3.8609695,0
585,40.2789831,-3.8580180,0
586,40.2789831,-3.8550665,0
587,40.2789831,-3.8521149,0
588,40.2789831,-3.8491634,0
589,40.2789831,-3.8462119,0
590,40.2789831,-3.8432604,0
591,40.2789831,-3.8403088,0
592,40.2789831,-3.8373573,0
593,40.2789831,-3.8344058,0
594,40.2789831,-3.8314543,0
595,40.2789831,-3.8285027,0
596,40.2789831,-3.8255512,0
597,40.2789831,-3.8225997,1
598,40.2789831,-3.8196482,1
599,40.2789831,-3.8166966,1
600,40.2789831,-3.8137451,1
601,40.2789831,-3.8107936,1
602,40.2789831,-3.8078421,1
603,40.2789831,-3.8048906,1
604,40.2789831,-3.8019390,1
605,40.2789831,-3.7989875,1
606,40.2789831,-3.7960360,1
607,40.2789831,-3.7930845,1
608,40.2789831,-3.7901329,1
609,40.2789831,-3.7871814,1
610,40.2789831,-3.7842299,1
611,40.2789831,-3.7812784,1
612,40.2789831,-3.7783268,1
613,40.2789831,-3.7753753,1
614,40.2789831,-3.7724238,1
615,40.2789831,-3.7694723,1
616,40.2789831,-3.7665207,1
617,40.2789831,-3.7635692,1
618,40.2789831,-3.7606177,1
619,40.2789831,-3.7576662,1
620,40.2789831,-3.7547146,1
621,40.2789831,-3.7517631,1
622,40.2789831,-3.7488116,1
623,40.2789831,-3.7458601,1
624,40.2789831,-3.7429085,1
625,40.2789831,-3.7399570,1
626,40.2789831,-3.7370055,1
627,40.2789831,-3.7340540,1
628,40.2789831,-3.7311024,1
629,40.2789831,-3.7281509,1
630,40.2789831,-3.7251994,1
631,40.2789831,-3.7222479,1
632,40.2789831,-3.7192963,0
633,40.2789831,-3.7163448,0
634,40.2789831,-3.7133933,0
635,40.2789831,-3.7104418,0
636,40.2789831,-3.7074902,1
637,40.2789831,-3.7045387,1
638,40.2789831,-3.7015872,1
639,40.2789831,-3.6986357,1
640,40.2789831,-3.6956842,1
641,40.2789831,-3.6927326,1
642,40.2789831,-3.6897811,1
643,40.2789831,-3.6868296,1
644,40.2789831,-3.6838781,1
645,40.2789831,-3.6809265,1
646,40.2789831,-3.6779750,1
647,40.2789831,-3.6750235,1
648,40.2789831,-3.6720720,1
649,40.2789831,-3.6691204,0
650,40.2789831,-3.6661689,0
651,40.2789831,-3.6632174,0
652,40.2789831,-3.6602659,0
653,40.2789831,-3.6573143,0
654,40.2789831,-3.6543628,0
655,40.2789831,-3.6514113,0
656,40.2789831,-3.6484598,0
657,40.2789831,-3.6455082,0
658,40.2789831,-3.6425567,0
659,40.2789831,-3.6396052,0
660,40.2789831,-3.6366537,0
661,40.2789831,-3.6337021,0
662,40.2789831,-3.6307506,0
663,40.2789831,-3.6277991,0
664,40.2789831,-3.6248476,0
665,40.2789831,-3.6218960,0
666,40.2789831,-3.6189445,0
667,40.2789831,-3.6159930,0
668,40.2789831,-3.6130415,0
669,40.2789831,-3.6100899,0
670,40.2789831,-3.6071384,0
671,40.2789831,-3.6041869,0
672,40.2789831,-3.6012354,0
673,40.2789831,-3.5982839,1
674,40.2789831,-3.5953323,1
675,40.2789831,-3.5923808,1
676,40.2789831,-3.5894293,1
677,40.2789831,-3.5864778,1
678,40.2789831,-3.5835262,0
679,40.2789831,-3.5805747,0
680,40.2789831,-3.5776232,0
681,40.2789831,-3.5746717,0
682,40.2789831,-3.5717201,0
683,40.2789831,-3.5687686,0
684,40.2789831,-3.5658171,0
685,40.2789831,-3.5628656,0
686,40.2789831,-3.5599140,0
687,40.2789831,-3.5569625,0
688,40.2789831,-3.5540110,0
689,40.2789831,-3.5510595,0
690,40.2789831,-3.5481079,0
691,40.2789831,-3.5451564,0
692,40.2789831,-3.5422049,0
693,40.2789831,-3.5392534,0
694,40.2789831,-3.5363018,0
695,40.2789831,-3.5333503,0
696,40.2789831,-3.5303988,0
697,40.2789831,-3.5274473,0
698,40.2789831,-3.5244957,0
699,40.2789831,-3.5215442,0
700,40.2789831,-3.5185927,0
701,40.2789831,-3.5156412,0
702,40.2789831,-3.5126896,0
703,40.2789831,-3.5097381,0
704,40.2789831,-3.5067866,0
705,40.2812289,-3.9200000,1
706,40.2812289,-3.9170485,1
707,40.2812289,-3.9140970,1
708,40.2812289,-3.9111454,1
709,40.2812289,-3.9081939,1
710,40.2812289,-3.9052424,1
711,40.2812289,-3.9022909,1
712,40.2812289,-3.8993393,1
713,40.2812289,-3.8963878,0
714,40.2812289,-3.8934363,0
715,40.2812289,-3.8904848,0
716,40.2812289,-3.8875332,0
717,40.2812289,-3.8845817,0
718,40.2812289,-3.8816302,0
